,Shear Strain,Shear Stress
3352,0.1942,62.3952
3353,0.1942,62.4001
3354,0.1943,62.405
3355,0.1943,62.4099
3356,0.1944,62.4148
3357,0.1945,62.4197
3358,0.1945,62.4246
3359,0.1946,62.4295
3360,0.1946,62.4344
3361,0.1947,62.4393
3362,0.1948,62.4442
3363,0.1948,62.4491
3364,0.1949,62.4539
3365,0.195,62.4588
3366,0.195,62.4637
3367,0.1951,62.4686
3368,0.1951,62.4735
3369,0.1952,62.4783
3370,0.1953,62.4832
3371,0.1953,62.4881
3372,0.1954,62.4929
3373,0.1954,62.4978
3374,0.1955,62.5027
3375,0.1956,62.5075
3376,0.1956,62.5124
3377,0.1957,62.5173
3378,0.1958,62.5221
3379,0.1958,62.527
3380,0.1959,62.5318
3381,0.1959,62.5367
3382,0.196,62.5415
3383,0.1961,62.5464
3384,0.1961,62.5512
3385,0.1962,62.5561
3386,0.1963,62.5609
3387,0.1963,62.5657
3388,0.1964,62.5706
3389,0.1964,62.5754
3390,0.1965,62.5803
3391,0.1966,62.5851
3392,0.1966,62.5899
3393,0.1967,62.5947
3394,0.1967,62.5996
3395,0.1968,62.6044
3396,0.1969,62.6092
3397,0.1969,62.614
3398,0.197,62.6189
3399,0.1971,62.6237
3400,0.1971,62.6285
3401,0.1972,62.6333
3402,0.1972,62.6381
3403,0.1973,62.6429
3404,0.1974,62.6477
3405,0.1974,62.6526
3406,0.1975,62.6574
3407,0.1975,62.6622
3408,0.1976,62.667
3409,0.1977,62.6718
3410,0.1977,62.6766
3411,0.1978,62.6814
3412,0.1979,62.6862
3413,0.1979,62.691
3414,0.198,62.6957
3415,0.198,62.7005
3416,0.1981,62.7053
3417,0.1982,62.7101
3418,0.1982,62.7149
3419,0.1983,62.7197
3420,0.1983,62.7245
3421,0.1984,62.7292
3422,0.1985,62.734
3423,0.1985,62.7388
3424,0.1986,62.7436
3425,0.1987,62.7483
3426,0.1987,62.7531
3427,0.1988,62.7579
3428,0.1988,62.7626
3429,0.1989,62.7674
3430,0.199,62.7722
3431,0.199,62.7769
3432,0.1991,62.7817
3433,0.1992,62.7864
3434,0.1992,62.7912
3435,0.1993,62.7959
3436,0.1993,62.8007
3437,0.1994,62.8055
3438,0.1995,62.8102
3439,0.1995,62.8149
3440,0.1996,62.8197
3441,0.1996,62.8244
3442,0.1997,62.8292
3443,0.1998,62.8339
3444,0.1998,62.8387
3445,0.1999,62.8434
3446,0.2,62.8481
3447,0.2,62.8529
3448,0.2001,62.8576
3449,0.2001,62.8623
3450,0.2002,62.867
3451,0.2003,62.8718
3452,0.2003,62.8765
3453,0.2004,62.8812
3454,0.2004,62.8859
3455,0.2005,62.8907
3456,0.2006,62.8954
3457,0.2006,62.9001
3458,0.2007,62.9048
3459,0.2008,62.9095
3460,0.2008,62.9142
3461,0.2009,62.9189
3462,0.2009,62.9236
3463,0.201,62.9283
3464,0.2011,62.933
3465,0.2011,62.9377
3466,0.2012,62.9424
3467,0.2013,62.9471
3468,0.2013,62.9518
3469,0.2014,62.9565
3470,0.2014,62.9612
3471,0.2015,62.9659
3472,0.2016,62.9706
3473,0.2016,62.9753
3474,0.2017,62.98
3475,0.2017,62.9847
3476,0.2018,62.9893
3477,0.2019,62.994
3478,0.2019,62.9987
3479,0.202,63.0034
3480,0.2021,63.008
3481,0.2021,63.0127
3482,0.2022,63.0174
3483,0.2022,63.0221
3484,0.2023,63.0267
3485,0.2024,63.0314
3486,0.2024,63.0361
3487,0.2025,63.0407
3488,0.2025,63.0454
3489,0.2026,63.05
3490,0.2027,63.0547
3491,0.2027,63.0594
3492,0.2028,63.064
3493,0.2029,63.0687
3494,0.2029,63.0733
3495,0.203,63.078
3496,0.203,63.0826
3497,0.2031,63.0873
3498,0.2032,63.0919
3499,0.2032,63.0965
3500,0.2033,63.1012
3501,0.2034,63.1058
3502,0.2034,63.1105
3503,0.2035,63.1151
3504,0.2035,63.1197
3505,0.2036,63.1244
3506,0.2037,63.129
3507,0.2037,63.1336
3508,0.2038,63.1382
3509,0.2038,63.1429
3510,0.2039,63.1475
3511,0.204,63.1521
3512,0.204,63.1567
3513,0.2041,63.1614
3514,0.2042,63.166
3515,0.2042,63.1706
3516,0.2043,63.1752
3517,0.2043,63.1798
3518,0.2044,63.1844
3519,0.2045,63.189
3520,0.2045,63.1936
3521,0.2046,63.1982
3522,0.2046,63.2028
3523,0.2047,63.2074
3524,0.2048,63.212
3525,0.2048,63.2166
3526,0.2049,63.2212
3527,0.205,63.2258
3528,0.205,63.2304
3529,0.2051,63.235
3530,0.2051,63.2396
3531,0.2052,63.2442
3532,0.2053,63.2488
3533,0.2053,63.2534
3534,0.2054,63.2579
3535,0.2055,63.2625
3536,0.2055,63.2671
3537,0.2056,63.2717
3538,0.2056,63.2763
3539,0.2057,63.2808
3540,0.2058,63.2854
3541,0.2058,63.29
3542,0.2059,63.2945
3543,0.2059,63.2991
3544,0.206,63.3037
3545,0.2061,63.3082
3546,0.2061,63.3128
3547,0.2062,63.3174
3548,0.2063,63.3219
3549,0.2063,63.3265
3550,0.2064,63.331
3551,0.2064,63.3356
3552,0.2065,63.3402
3553,0.2066,63.3447
3554,0.2066,63.3493
3555,0.2067,63.3538
3556,0.2067,63.3583
3557,0.2068,63.3629
3558,0.2069,63.3674
3559,0.2069,63.372
3560,0.207,63.3765
3561,0.2071,63.3811
3562,0.2071,63.3856
3563,0.2072,63.3901
3564,0.2072,63.3947
3565,0.2073,63.3992
3566,0.2074,63.4037
3567,0.2074,63.4083
3568,0.2075,63.4128
3569,0.2076,63.4173
3570,0.2076,63.4218
3571,0.2077,63.4263
3572,0.2077,63.4309
3573,0.2078,63.4354
3574,0.2079,63.4399
3575,0.2079,63.4444
3576,0.208,63.4489
3577,0.208,63.4534
3578,0.2081,63.458
3579,0.2082,63.4625
3580,0.2082,63.467
3581,0.2083,63.4715
3582,0.2084,63.476
3583,0.2084,63.4805
3584,0.2085,63.485
3585,0.2085,63.4895
3586,0.2086,63.494
3587,0.2087,63.4985
3588,0.2087,63.503
3589,0.2088,63.5075
3590,0.2088,63.512
3591,0.2089,63.5164
3592,0.209,63.5209
3593,0.209,63.5254
3594,0.2091,63.5299
3595,0.2092,63.5344
3596,0.2092,63.5389
3597,0.2093,63.5433
3598,0.2093,63.5478
3599,0.2094,63.5523
3600,0.2095,63.5568
3601,0.2095,63.5612
3602,0.2096,63.5657
3603,0.2096,63.5702
3604,0.2097,63.5747
3605,0.2098,63.5791
3606,0.2098,63.5836
3607,0.2099,63.588
3608,0.21,63.5925
3609,0.21,63.597
3610,0.2101,63.6014
3611,0.2101,63.6059
3612,0.2102,63.6103
3613,0.2103,63.6148
3614,0.2103,63.6192
3615,0.2104,63.6237
3616,0.2105,63.6281
3617,0.2105,63.6326
3618,0.2106,63.637
3619,0.2106,63.6415
3620,0.2107,63.6459
3621,0.2108,63.6504
3622,0.2108,63.6548
3623,0.2109,63.6592
3624,0.2109,63.6637
3625,0.211,63.6681
3626,0.2111,63.6726
3627,0.2111,63.677
3628,0.2112,63.6814
3629,0.2113,63.6858
3630,0.2113,63.6903
3631,0.2114,63.6947
3632,0.2114,63.6991
3633,0.2115,63.7035
3634,0.2116,63.708
3635,0.2116,63.7124
3636,0.2117,63.7168
3637,0.2117,63.7212
3638,0.2118,63.7256
3639,0.2119,63.73
3640,0.2119,63.7345
3641,0.212,63.7389
3642,0.2121,63.7433
3643,0.2121,63.7477
3644,0.2122,63.7521
3645,0.2122,63.7565
3646,0.2123,63.7609
3647,0.2124,63.7653
3648,0.2124,63.7697
3649,0.2125,63.7741
3650,0.2126,63.7785
3651,0.2126,63.7829
3652,0.2127,63.7873
3653,0.2127,63.7917
3654,0.2128,63.796
3655,0.2129,63.8004
3656,0.2129,63.8048
3657,0.213,63.8092
3658,0.213,63.8136
3659,0.2131,63.818
3660,0.2132,63.8224
3661,0.2132,63.8267
3662,0.2133,63.8311
3663,0.2134,63.8355
3664,0.2134,63.8399
3665,0.2135,63.8442
3666,0.2135,63.8486
3667,0.2136,63.853
3668,0.2137,63.8573
3669,0.2137,63.8617
3670,0.2138,63.8661
3671,0.2138,63.8704
3672,0.2139,63.8748
3673,0.214,63.8792
3674,0.214,63.8835
3675,0.2141,63.8879
3676,0.2142,63.8922
3677,0.2142,63.8966
3678,0.2143,63.9009
3679,0.2143,63.9053
3680,0.2144,63.9096
3681,0.2145,63.914
3682,0.2145,63.9183
3683,0.2146,63.9227
3684,0.2147,63.927
3685,0.2147,63.9314
3686,0.2148,63.9357
3687,0.2148,63.94
3688,0.2149,63.9444
3689,0.215,63.9487
3690,0.215,63.953
3691,0.2151,63.9574
3692,0.2151,63.9617
3693,0.2152,63.966
3694,0.2153,63.9704
3695,0.2153,63.9747
3696,0.2154,63.979
3697,0.2155,63.9833
3698,0.2155,63.9877
3699,0.2156,63.992
3700,0.2156,63.9963
3701,0.2157,64.0006
3702,0.2158,64.0049
3703,0.2158,64.0093
3704,0.2159,64.0136
3705,0.2159,64.0179
3706,0.216,64.0222
3707,0.2161,64.0265
3708,0.2161,64.0308
3709,0.2162,64.0351
3710,0.2163,64.0394
3711,0.2163,64.0437
3712,0.2164,64.048
3713,0.2164,64.0523
3714,0.2165,64.0566
3715,0.2166,64.0609
3716,0.2166,64.0652
3717,0.2167,64.0695
3718,0.2168,64.0738
3719,0.2168,64.0781
3720,0.2169,64.0824
3721,0.2169,64.0867
3722,0.217,64.0909
3723,0.2171,64.0952
3724,0.2171,64.0995
3725,0.2172,64.1038
3726,0.2172,64.1081
3727,0.2173,64.1123
3728,0.2174,64.1166
3729,0.2174,64.1209
3730,0.2175,64.1252
3731,0.2176,64.1294
3732,0.2176,64.1337
3733,0.2177,64.138
3734,0.2177,64.1423
3735,0.2178,64.1465
3736,0.2179,64.1508
3737,0.2179,64.1551
3738,0.218,64.1593
3739,0.218,64.1636
3740,0.2181,64.1678
3741,0.2182,64.1721
3742,0.2182,64.1763
3743,0.2183,64.1806
3744,0.2184,64.1849
3745,0.2184,64.1891
3746,0.2185,64.1934
3747,0.2185,64.1976
3748,0.2186,64.2019
3749,0.2187,64.2061
3750,0.2187,64.2103
3751,0.2188,64.2146
3752,0.2189,64.2188
3753,0.2189,64.2231
3754,0.219,64.2273
3755,0.219,64.2315
3756,0.2191,64.2358
3757,0.2192,64.24
3758,0.2192,64.2443
3759,0.2193,64.2485
3760,0.2193,64.2527
3761,0.2194,64.2569
3762,0.2195,64.2612
3763,0.2195,64.2654
3764,0.2196,64.2696
3765,0.2197,64.2738
3766,0.2197,64.2781
3767,0.2198,64.2823
3768,0.2198,64.2865
3769,0.2199,64.2907
3770,0.22,64.2949
3771,0.22,64.2991
3772,0.2201,64.3034
3773,0.2201,64.3076
3774,0.2202,64.3118
3775,0.2203,64.316
3776,0.2203,64.3202
3777,0.2204,64.3244
3778,0.2205,64.3286
3779,0.2205,64.3328
3780,0.2206,64.337
3781,0.2206,64.3412
3782,0.2207,64.3454
3783,0.2208,64.3496
3784,0.2208,64.3538
3785,0.2209,64.358
3786,0.221,64.3622
3787,0.221,64.3664
3788,0.2211,64.3706
3789,0.2211,64.3748
3790,0.2212,64.3789
3791,0.2213,64.3831
3792,0.2213,64.3873
3793,0.2214,64.3915
3794,0.2214,64.3957
3795,0.2215,64.3999
3796,0.2216,64.404
3797,0.2216,64.4082
3798,0.2217,64.4124
3799,0.2218,64.4166
3800,0.2218,64.4207
3801,0.2219,64.4249
3802,0.2219,64.4291
3803,0.222,64.4332
3804,0.2221,64.4374
3805,0.2221,64.4416
3806,0.2222,64.4457
3807,0.2222,64.4499
3808,0.2223,64.4541
3809,0.2224,64.4582
3810,0.2224,64.4624
3811,0.2225,64.4665
3812,0.2226,64.4707
3813,0.2226,64.4748
3814,0.2227,64.479
3815,0.2227,64.4832
3816,0.2228,64.4873
3817,0.2229,64.4915
3818,0.2229,64.4956
3819,0.223,64.4997
3820,0.2231,64.5039
3821,0.2231,64.508
3822,0.2232,64.5122
3823,0.2232,64.5163
3824,0.2233,64.5205
3825,0.2234,64.5246
3826,0.2234,64.5287
3827,0.2235,64.5329
3828,0.2235,64.537
3829,0.2236,64.5411
3830,0.2237,64.5453
3831,0.2237,64.5494
3832,0.2238,64.5535
3833,0.2239,64.5576
3834,0.2239,64.5618
3835,0.224,64.5659
3836,0.224,64.57
3837,0.2241,64.5741
3838,0.2242,64.5782
3839,0.2242,64.5824
3840,0.2243,64.5865
3841,0.2243,64.5906
3842,0.2244,64.5947
3843,0.2245,64.5988
3844,0.2245,64.6029
3845,0.2246,64.607
3846,0.2247,64.6112
3847,0.2247,64.6153
3848,0.2248,64.6194
3849,0.2248,64.6235
3850,0.2249,64.6276
3851,0.225,64.6317
3852,0.225,64.6358
3853,0.2251,64.6399
3854,0.2252,64.644
3855,0.2252,64.6481
3856,0.2253,64.6522
3857,0.2253,64.6562
3858,0.2254,64.6603
3859,0.2255,64.6644
3860,0.2255,64.6685
3861,0.2256,64.6726
3862,0.2256,64.6767
3863,0.2257,64.6808
3864,0.2258,64.6849
3865,0.2258,64.6889
3866,0.2259,64.693
3867,0.226,64.6971
3868,0.226,64.7012
3869,0.2261,64.7053
3870,0.2261,64.7093
3871,0.2262,64.7134
3872,0.2263,64.7175
3873,0.2263,64.7215
3874,0.2264,64.7256
3875,0.2264,64.7297
3876,0.2265,64.7338
3877,0.2266,64.7378
3878,0.2266,64.7419
3879,0.2267,64.7459
3880,0.2268,64.75
3881,0.2268,64.7541
3882,0.2269,64.7581
3883,0.2269,64.7622
3884,0.227,64.7662
3885,0.2271,64.7703
3886,0.2271,64.7744
3887,0.2272,64.7784
3888,0.2273,64.7825
3889,0.2273,64.7865
3890,0.2274,64.7906
3891,0.2274,64.7946
3892,0.2275,64.7986
3893,0.2276,64.8027
3894,0.2276,64.8067
3895,0.2277,64.8108
3896,0.2277,64.8148
3897,0.2278,64.8189
3898,0.2279,64.8229
3899,0.2279,64.8269
3900,0.228,64.831
3901,0.2281,64.835
3902,0.2281,64.839
3903,0.2282,64.8431
3904,0.2282,64.8471
3905,0.2283,64.8511
3906,0.2284,64.8551
3907,0.2284,64.8592
3908,0.2285,64.8632
3909,0.2285,64.8672
3910,0.2286,64.8712
3911,0.2287,64.8753
3912,0.2287,64.8793
3913,0.2288,64.8833
3914,0.2289,64.8873
3915,0.2289,64.8913
3916,0.229,64.8953
3917,0.229,64.8993
3918,0.2291,64.9034
3919,0.2292,64.9074
3920,0.2292,64.9114
3921,0.2293,64.9154
3922,0.2293,64.9194
3923,0.2294,64.9234
3924,0.2295,64.9274
3925,0.2295,64.9314
3926,0.2296,64.9354
3927,0.2297,64.9394
3928,0.2297,64.9434
3929,0.2298,64.9474
3930,0.2298,64.9514
3931,0.2299,64.9554
3932,0.23,64.9594
3933,0.23,64.9634
3934,0.2301,64.9674
3935,0.2302,64.9713
3936,0.2302,64.9753
3937,0.2303,64.9793
3938,0.2303,64.9833
3939,0.2304,64.9873
3940,0.2305,64.9913
3941,0.2305,64.9952
3942,0.2306,64.9992
3943,0.2306,65.0032
3944,0.2307,65.0072
3945,0.2308,65.0112
3946,0.2308,65.0151
3947,0.2309,65.0191
3948,0.231,65.0231
3949,0.231,65.027
3950,0.2311,65.031
3951,0.2311,65.035
3952,0.2312,65.0389
3953,0.2313,65.0429
3954,0.2313,65.0469
3955,0.2314,65.0508
3956,0.2314,65.0548
3957,0.2315,65.0588
3958,0.2316,65.0627
3959,0.2316,65.0667
3960,0.2317,65.0706
3961,0.2318,65.0746
3962,0.2318,65.0785
3963,0.2319,65.0825
3964,0.2319,65.0864
3965,0.232,65.0904
3966,0.2321,65.0943
3967,0.2321,65.0983
3968,0.2322,65.1022
3969,0.2323,65.1062
3970,0.2323,65.1101
3971,0.2324,65.1141
3972,0.2324,65.118
3973,0.2325,65.1219
3974,0.2326,65.1259
3975,0.2326,65.1298
3976,0.2327,65.1337
3977,0.2327,65.1377
3978,0.2328,65.1416
3979,0.2329,65.1455
3980,0.2329,65.1495
3981,0.233,65.1534
3982,0.2331,65.1573
3983,0.2331,65.1613
3984,0.2332,65.1652
3985,0.2332,65.1691
3986,0.2333,65.173
3987,0.2334,65.177
3988,0.2334,65.1809
3989,0.2335,65.1848
3990,0.2335,65.1887
3991,0.2336,65.1926
3992,0.2337,65.1965
3993,0.2337,65.2005
3994,0.2338,65.2044
3995,0.2339,65.2083
3996,0.2339,65.2122
3997,0.234,65.2161
3998,0.234,65.22
3999,0.2341,65.2239
4000,0.2342,65.2278
4001,0.2342,65.2317
4002,0.2343,65.2356
4003,0.2343,65.2395
4004,0.2344,65.2434
4005,0.2345,65.2473
4006,0.2345,65.2512
4007,0.2346,65.2551
4008,0.2347,65.259
4009,0.2347,65.2629
4010,0.2348,65.2668
4011,0.2348,65.2707
4012,0.2349,65.2746
4013,0.235,65.2785
4014,0.235,65.2824
4015,0.2351,65.2862
4016,0.2352,65.2901
4017,0.2352,65.294
4018,0.2353,65.2979
4019,0.2353,65.3018
4020,0.2354,65.3057
4021,0.2355,65.3095
4022,0.2355,65.3134
4023,0.2356,65.3173
4024,0.2356,65.3212
4025,0.2357,65.325
4026,0.2358,65.3289
4027,0.2358,65.3328
4028,0.2359,65.3366
4029,0.236,65.3405
4030,0.236,65.3444
4031,0.2361,65.3482
4032,0.2361,65.3521
4033,0.2362,65.356
4034,0.2363,65.3598
4035,0.2363,65.3637
4036,0.2364,65.3676
4037,0.2364,65.3714
4038,0.2365,65.3753
4039,0.2366,65.3791
4040,0.2366,65.383
4041,0.2367,65.3868
4042,0.2368,65.3907
4043,0.2368,65.3945
4044,0.2369,65.3984
4045,0.2369,65.4022
4046,0.237,65.4061
4047,0.2371,65.4099
4048,0.2371,65.4138
4049,0.2372,65.4176
4050,0.2372,65.4215
4051,0.2373,65.4253
4052,0.2374,65.4292
4053,0.2374,65.433
4054,0.2375,65.4368
4055,0.2376,65.4407
4056,0.2376,65.4445
4057,0.2377,65.4483
4058,0.2377,65.4522
4059,0.2378,65.456
4060,0.2379,65.4598
4061,0.2379,65.4637
4062,0.238,65.4675
4063,0.2381,65.4713
4064,0.2381,65.4751
4065,0.2382,65.479
4066,0.2382,65.4828
4067,0.2383,65.4866
4068,0.2384,65.4904
4069,0.2384,65.4943
4070,0.2385,65.4981
4071,0.2385,65.5019
4072,0.2386,65.5057
4073,0.2387,65.5095
4074,0.2387,65.5133
4075,0.2388,65.5172
4076,0.2389,65.521
4077,0.2389,65.5248
4078,0.239,65.5286
4079,0.239,65.5324
4080,0.2391,65.5362
4081,0.2392,65.54
4082,0.2392,65.5438
4083,0.2393,65.5476
4084,0.2393,65.5514
4085,0.2394,65.5552
4086,0.2395,65.559
4087,0.2395,65.5628
4088,0.2396,65.5666
4089,0.2397,65.5704
4090,0.2397,65.5742
4091,0.2398,65.578
4092,0.2398,65.5818
4093,0.2399,65.5856
4094,0.24,65.5894
4095,0.24,65.5932
4096,0.2401,65.5969
4097,0.2401,65.6007
4098,0.2402,65.6045
4099,0.2403,65.6083
4100,0.2403,65.6121
4101,0.2404,65.6159
4102,0.2405,65.6196
4103,0.2405,65.6234
4104,0.2406,65.6272
4105,0.2406,65.631
4106,0.2407,65.6347
4107,0.2408,65.6385
4108,0.2408,65.6423
4109,0.2409,65.6461
4110,0.241,65.6498
4111,0.241,65.6536
4112,0.2411,65.6574
4113,0.2411,65.6611
4114,0.2412,65.6649
4115,0.2413,65.6687
4116,0.2413,65.6724
4117,0.2414,65.6762
4118,0.2414,65.68
4119,0.2415,65.6837
4120,0.2416,65.6875
4121,0.2416,65.6912
4122,0.2417,65.695
4123,0.2418,65.6988
4124,0.2418,65.7025
4125,0.2419,65.7063
4126,0.2419,65.71
4127,0.242,65.7138
4128,0.2421,65.7175
4129,0.2421,65.7213
4130,0.2422,65.725
4131,0.2422,65.7288
4132,0.2423,65.7325
4133,0.2424,65.7362
4134,0.2424,65.74
4135,0.2425,65.7437
4136,0.2426,65.7475
4137,0.2426,65.7512
4138,0.2427,65.7549
4139,0.2427,65.7587
4140,0.2428,65.7624
4141,0.2429,65.7662
4142,0.2429,65.7699
4143,0.243,65.7736
4144,0.243,65.7774
4145,0.2431,65.7811
4146,0.2432,65.7848
4147,0.2432,65.7885
4148,0.2433,65.7923
4149,0.2434,65.796
4150,0.2434,65.7997
4151,0.2435,65.8034
4152,0.2435,65.8072
4153,0.2436,65.8109
4154,0.2437,65.8146
4155,0.2437,65.8183
4156,0.2438,65.822
4157,0.2439,65.8258
4158,0.2439,65.8295
4159,0.244,65.8332
4160,0.244,65.8369
4161,0.2441,65.8406
4162,0.2442,65.8443
4163,0.2442,65.848
4164,0.2443,65.8517
4165,0.2443,65.8554
4166,0.2444,65.8591
4167,0.2445,65.8629
4168,0.2445,65.8666
4169,0.2446,65.8703
4170,0.2447,65.874
4171,0.2447,65.8777
4172,0.2448,65.8814
4173,0.2448,65.8851
4174,0.2449,65.8888
4175,0.245,65.8924
4176,0.245,65.8961
4177,0.2451,65.8998
4178,0.2451,65.9035
4179,0.2452,65.9072
4180,0.2453,65.9109
4181,0.2453,65.9146
4182,0.2454,65.9183
4183,0.2455,65.922
4184,0.2455,65.9257
4185,0.2456,65.9293
4186,0.2456,65.933
4187,0.2457,65.9367
4188,0.2458,65.9404
4189,0.2458,65.9441
4190,0.2459,65.9477
4191,0.2459,65.9514
4192,0.246,65.9551
4193,0.2461,65.9588
4194,0.2461,65.9625
4195,0.2462,65.9661
4196,0.2463,65.9698
4197,0.2463,65.9735
4198,0.2464,65.9771
4199,0.2464,65.9808
4200,0.2465,65.9845
4201,0.2466,65.9881
4202,0.2466,65.9918
4203,0.2467,65.9955
4204,0.2467,65.9991
4205,0.2468,66.0028
4206,0.2469,66.0065
4207,0.2469,66.0101
4208,0.247,66.0138
4209,0.2471,66.0174
4210,0.2471,66.0211
4211,0.2472,66.0247
4212,0.2472,66.0284
4213,0.2473,66.0321
4214,0.2474,66.0357
4215,0.2474,66.0394
4216,0.2475,66.043
4217,0.2476,66.0467
4218,0.2476,66.0503
4219,0.2477,66.0539
4220,0.2477,66.0576
4221,0.2478,66.0612
4222,0.2479,66.0649
4223,0.2479,66.0685
4224,0.248,66.0722
4225,0.248,66.0758
4226,0.2481,66.0794
4227,0.2482,66.0831
4228,0.2482,66.0867
4229,0.2483,66.0903
4230,0.2484,66.094
4231,0.2484,66.0976
4232,0.2485,66.1012
4233,0.2485,66.1049
4234,0.2486,66.1085
4235,0.2487,66.1121
4236,0.2487,66.1158
4237,0.2488,66.1194
4238,0.2488,66.123
4239,0.2489,66.1266
4240,0.249,66.1303
4241,0.249,66.1339
4242,0.2491,66.1375
4243,0.2492,66.1411
4244,0.2492,66.1447
4245,0.2493,66.1484
4246,0.2493,66.152
4247,0.2494,66.1556
4248,0.2495,66.1592
4249,0.2495,66.1628
4250,0.2496,66.1664
4251,0.2496,66.17
4252,0.2497,66.1737
4253,0.2498,66.1773
4254,0.2498,66.1809
4255,0.2499,66.1845
4256,0.25,66.1881
4257,0.25,66.1917
4258,0.2501,66.1953
4259,0.2501,66.1989
4260,0.2502,66.2025
4261,0.2503,66.2061
4262,0.2503,66.2097
4263,0.2504,66.2133
4264,0.2504,66.2169
4265,0.2505,66.2205
4266,0.2506,66.2241
4267,0.2506,66.2277
4268,0.2507,66.2313
4269,0.2508,66.2349
4270,0.2508,66.2385
4271,0.2509,66.242
4272,0.2509,66.2456
4273,0.251,66.2492
4274,0.2511,66.2528
4275,0.2511,66.2564
4276,0.2512,66.26
4277,0.2512,66.2636
4278,0.2513,66.2671
4279,0.2514,66.2707
4280,0.2514,66.2743
4281,0.2515,66.2779
4282,0.2516,66.2815
4283,0.2516,66.285
4284,0.2517,66.2886
4285,0.2517,66.2922
4286,0.2518,66.2958
4287,0.2519,66.2993
4288,0.2519,66.3029
4289,0.252,66.3065
4290,0.252,66.31
4291,0.2521,66.3136
4292,0.2522,66.3172
4293,0.2522,66.3208
4294,0.2523,66.3243
4295,0.2524,66.3279
4296,0.2524,66.3314
4297,0.2525,66.335
4298,0.2525,66.3386
4299,0.2526,66.3421
4300,0.2527,66.3457
4301,0.2527,66.3492
4302,0.2528,66.3528
4303,0.2529,66.3564
4304,0.2529,66.3599
4305,0.253,66.3635
4306,0.253,66.367
4307,0.2531,66.3706
4308,0.2532,66.3741
4309,0.2532,66.3777
4310,0.2533,66.3812
4311,0.2533,66.3848
4312,0.2534,66.3883
4313,0.2535,66.3919
4314,0.2535,66.3954
4315,0.2536,66.3989
4316,0.2537,66.4025
4317,0.2537,66.406
4318,0.2538,66.4096
4319,0.2538,66.4131
4320,0.2539,66.4166
4321,0.254,66.4202
4322,0.254,66.4237
4323,0.2541,66.4272
4324,0.2541,66.4308
4325,0.2542,66.4343
4326,0.2543,66.4378
4327,0.2543,66.4414
4328,0.2544,66.4449
4329,0.2545,66.4484
4330,0.2545,66.452
4331,0.2546,66.4555
4332,0.2546,66.459
4333,0.2547,66.4625
4334,0.2548,66.4661
4335,0.2548,66.4696
4336,0.2549,66.4731
4337,0.2549,66.4766
4338,0.255,66.4801
4339,0.2551,66.4837
4340,0.2551,66.4872
4341,0.2552,66.4907
4342,0.2553,66.4942
4343,0.2553,66.4977
4344,0.2554,66.5012
4345,0.2554,66.5048
4346,0.2555,66.5083
4347,0.2556,66.5118
4348,0.2556,66.5153
4349,0.2557,66.5188
4350,0.2557,66.5223
4351,0.2558,66.5258
4352,0.2559,66.5293
4353,0.2559,66.5328
4354,0.256,66.5363
4355,0.2561,66.5398
4356,0.2561,66.5433
4357,0.2562,66.5468
4358,0.2562,66.5503
4359,0.2563,66.5538
4360,0.2564,66.5573
4361,0.2564,66.5608
4362,0.2565,66.5643
4363,0.2565,66.5678
4364,0.2566,66.5713
4365,0.2567,66.5748
4366,0.2567,66.5783
4367,0.2568,66.5818
4368,0.2569,66.5852
4369,0.2569,66.5887
4370,0.257,66.5922
4371,0.257,66.5957
4372,0.2571,66.5992
4373,0.2572,66.6027
4374,0.2572,66.6062
4375,0.2573,66.6096
4376,0.2573,66.6131
4377,0.2574,66.6166
4378,0.2575,66.6201
4379,0.2575,66.6236
4380,0.2576,66.627
4381,0.2577,66.6305
4382,0.2577,66.634
4383,0.2578,66.6375
4384,0.2578,66.6409
4385,0.2579,66.6444
4386,0.258,66.6479
4387,0.258,66.6513
4388,0.2581,66.6548
4389,0.2581,66.6583
4390,0.2582,66.6617
4391,0.2583,66.6652
4392,0.2583,66.6687
4393,0.2584,66.6721
4394,0.2585,66.6756
4395,0.2585,66.6791
4396,0.2586,66.6825
4397,0.2586,66.686
4398,0.2587,66.6894
4399,0.2588,66.6929
4400,0.2588,66.6963
4401,0.2589,66.6998
4402,0.2589,66.7033
4403,0.259,66.7067
4404,0.2591,66.7102
4405,0.2591,66.7136
4406,0.2592,66.7171
4407,0.2593,66.7205
4408,0.2593,66.724
4409,0.2594,66.7274
4410,0.2594,66.7309
4411,0.2595,66.7343
4412,0.2596,66.7377
4413,0.2596,66.7412
4414,0.2597,66.7446
4415,0.2597,66.7481
4416,0.2598,66.7515
4417,0.2599,66.7549
4418,0.2599,66.7584
4419,0.26,66.7618
4420,0.2601,66.7653
4421,0.2601,66.7687
4422,0.2602,66.7721
4423,0.2602,66.7756
4424,0.2603,66.779
4425,0.2604,66.7824
4426,0.2604,66.7859
4427,0.2605,66.7893
4428,0.2605,66.7927
4429,0.2606,66.7961
4430,0.2607,66.7996
4431,0.2607,66.803
4432,0.2608,66.8064
4433,0.2609,66.8098
4434,0.2609,66.8133
4435,0.261,66.8167
4436,0.261,66.8201
4437,0.2611,66.8235
4438,0.2612,66.827
4439,0.2612,66.8304
4440,0.2613,66.8338
4441,0.2613,66.8372
4442,0.2614,66.8406
4443,0.2615,66.844
4444,0.2615,66.8474
